"company_id","company_name","stage","stage_name","stage_status","stage_status_name","timestamp","date","project_id","id","reason"
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",7,"中止",1,"中止，财报更新",1617182102000,"2021-03-31 17:15:02","825","92a2471a920111ebb0c708f1ea8a847f","2021年3月31日，深圳市泛海统联精密制造股份有限公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《审核规则》第六十四条（六），本所中止其发行上市审核。"
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",2,"问询回复",,"",1622797205000,"2021-06-04 17:00:05","825","3ec8a842c51311eb9f2608f1ea8a847f","2021年6月4日，根据《审核规则》第六十六条，《审核规则》第六十四条（六）所列中止审核情形消除，本所恢复深圳市泛海统联精密制造股份有限公司发行上市审核。"
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",7,"中止",1,"中止，财报更新",1632992435000,"2021-09-30 17:00:35","825","cd7ee12e21cc11ec9f2608f1ea8a847f","2021年9月30日，深圳市泛海统联精密制造股份有限公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《科创板首次公开发行股票注册管理办法（试行）》第三十条的相关规定，中止其发行注册程序。"
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",4,"提交注册",,"",1635238803000,"2021-10-26 17:00:03","825","1a9101a0363b11ec9f2608f1ea8a847f","2021年10月25日，根据《科创板首次公开发行股票注册管理办法（试行）》第三十条的相关规定，恢复深圳市泛海统联精密制造股份有限公司发行注册程序。"
"5952c9e466b3a12ed88c0c3068aedefb","正元地理信息集团股份有限公司",7,"中止",1,"中止，财报更新",1617181236000,"2021-03-31 17:00:36","635","7d43009c91ff11ebb0c708f1ea8a847f","2021年3月31日，正元地理信息集团股份有限公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《审核规则》第六十四条（六），本所中止其发行上市审核。"
"5952c9e466b3a12ed88c0c3068aedefb","正元地理信息集团股份有限公司",3,"上市委会议",1,"上市委会议通过",1617354002000,"2021-04-02 17:00:02","635","cf468b4c939111ebb0c708f1ea8a847f","2021年4月2日，根据《审核规则》第六十六条，《审核规则》第六十四条（六）所列中止审核情形消除，本所恢复正元地理信息集团股份有限公司发行上市审核。"
"85e48e14412ea6385b221cb44735cfaf","精英数智科技股份有限公司",7,"中止",1,"中止，财报更新",1580720415000,"2020-02-03 17:00:15","293","90745183-4663-11ea-8806-a0369f5d6592","2020年1月31日，精英数智科技股份有限公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《审核规则》第六十四条（六），本所中止其发行上市审核。"
"85e48e14412ea6385b221cb44735cfaf","精英数智科技股份有限公司",2,"问询回复",,"",1586422807000,"2020-04-09 17:00:07","293","7f1632b0-7a40-11ea-8806-a0369f5d6592","2020年4月9日，根据《审核规则》第六十六条，《审核规则》第六十四条（六）所列中止审核情形消除，本所恢复精英数智科技股份有限公司发行上市审核。"
"85e48e14412ea6385b221cb44735cfaf","精英数智科技股份有限公司",8,"终止",,"",1598966100000,"2020-09-01 21:15:00","293","23d193eaec5511ea8806a0369f5d6592","2020年09月01日，精英数智科技股份有限公司因本所审核不通过。根据《审核规则》第六十七条（九），本所终止其发行上市审核。"
"2c4e53d28896b6791f9397f7f8d937ce","龙迅半导体（合肥）股份有限公司",7,"中止",2,"中止，其他事项",1659091801000,"2022-07-29 18:50:01","1140","31e257a80f2c11ed9f2608f1ea8a847f","龙迅半导体（合肥）股份有限公司聘请的相关证券服务机构被中国证监会立案调查，根据《上海证券交易所科创板股票发行上市审核规则》第六十四条第一款第（二）项，本所中止其发行上市审核程序。"
"8c33e5828786e002b39c1559a3be7c42","有研半导体硅材料股份公司",2,"问询回复",,"",1654506005000,"2022-06-06 17:00:05","1088","0c8b7d19e57711ec9f2608f1ea8a847f","2022年6月6日，根据《上海证券交易所科创板股票发行上市审核规则》第六十六条规定，有研半导体硅材料股份有限公司第六十四条第一款第六项所列中止审核情形已经消除，本所恢复其发行上市审核。"
"3e064bd5c847c51558e1951d1bfc90c6","大连优迅科技股份有限公司",7,"中止",1,"中止，财报更新",1632992428000,"2021-09-30 17:00:28","898","cce7c53521cc11ec9f2608f1ea8a847f","2021年9月30日，大连优迅科技股份有限公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《审核规则》第六十四条（六），本所中止其发行上市审核。"
"8c33e5828786e002b39c1559a3be7c42","有研半导体硅材料股份公司",7,"中止",1,"中止，财报更新",1648717213000,"2022-03-31 17:00:13","1088","f391cc31b0d011ec9f2608f1ea8a847f","2022年3月31日，有研半导体硅材料股份公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《上海证券交易所科创板股票发行上市审核规则》第六十四条有关规定，本所中止其发行上市审核。"
"2c4e53d28896b6791f9397f7f8d937ce","龙迅半导体（合肥）股份有限公司",2,"问询回复",,"",1659520802000,"2022-08-03 18:00:02","1140","0a22477c131311ed9f2608f1ea8a847f","2022年8月3日，根据《上海证券交易所科创板股票发行上市审核规则》第六十六条，《上海证券交易所科创板股票发行上市审核规则》第六十四条（二）所列中止审核情形消除，本所恢复龙迅半导体（合肥）股份有限公司发行上市审核。"
"3e064bd5c847c51558e1951d1bfc90c6","大连优迅科技股份有限公司",2,"问询回复",,"",1640595604000,"2021-12-27 17:00:04","898","606b1a7166f311ec9f2608f1ea8a847f","2021年12月24日，根据《审核规则》第六十六条，《审核规则》第六十四条（六）所列中止审核情形消除，本所恢复大连优迅科技股份有限公司发行上市审核。"
"7180ba5a47db3be3c40147b325e54f93","上纬新材料科技股份有限公司",7,"中止",1,"中止，财报更新",1580720428000,"2020-02-03 17:00:28","337","93005656-4663-11ea-8806-a0369f5d6592","2020年1月31日，上纬新材料科技股份有限公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《审核规则》第六十四条（六），本所中止其发行上市审核。"
"7180ba5a47db3be3c40147b325e54f93","上纬新材料科技股份有限公司",2,"问询回复",,"",1587459603000,"2020-04-21 17:00:03","337","7b6266af-83ae-11ea-8806-a0369f5d6592","2020年4月20日，根据《审核规则》第六十六条，《审核规则》第六十四条（六）所列中止审核情形消除，本所恢复上纬新材料科技股份有限公司发行上市审核。"
"fdfe392c67deff1305a07e5cbd1badf2","上海博科资讯股份有限公司",8,"终止",,"",1601024424000,"2020-09-25 17:00:24","650","82cd4fb5ff0d11ea8806a0369f5d6592","2020年09月24日，上海博科资讯股份有限公司因发行人撤回发行上市申请或者保荐人撤销保荐根据《审核规则》第六十七条（二），本所终止其发行上市审核。"
"a18601684b7abcdc38f15dd03f7daea3","深圳市万佳安物联科技股份有限公司",8,"终止",,"",1602234005000,"2020-10-09 17:00:05","561","d04601740a0d11eb87f9a0369f5d5d2a","2020年09月30日，深圳市万佳安物联科技股份有限公司因发行人撤回发行上市申请或者保荐人撤销保荐根据《审核规则》第六十七条（二），本所终止其发行上市审核。"
"072de47585684db532cb830e945b8837","浙江中控技术股份有限公司",7,"中止",1,"中止，财报更新",1588673102000,"2020-05-05 18:05:02","351","e2670a2c-8eb7-11ea-8806-a0369f5d6592","2020年5月5日，浙江中控技术股份有限公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《审核规则》第六十四条（六），本所中止其发行上市审核。"
"072de47585684db532cb830e945b8837","浙江中控技术股份有限公司",2,"问询回复",,"",1590138003000,"2020-05-22 17:00:03","351","9e8969a4-9c0a-11ea-8806-a0369f5d6592","2020年5月22日，根据《审核规则》第六十六条，《审核规则》第六十四条（六）所列中止审核情形消除，本所恢复浙江中控技术股份有限公司发行上市审核。"
"ab2d32af7024f97e10b47c77e995ddee","北京天科合达半导体股份有限公司",8,"终止",,"",1602838801000,"2020-10-16 17:00:01","663","f8f5a1780f8d11eb87f9a0369f5d5d2a","2020年10月15日，北京天科合达半导体股份有限公司因发行人撤回发行上市申请或者保荐人撤销保荐根据《审核规则》第六十七条（二），本所终止其发行上市审核。"
"0961154c2400aad7e3353b340016f65f","河南秋乐种业科技股份有限公司",8,"终止",,"",1603270803000,"2020-10-21 17:00:03","554","cd30e9c6137b11eb87f9a0369f5d5d2a","2020年10月20日，河南秋乐种业科技股份有限公司因发行人撤回发行上市申请或者保荐人撤销保荐根据《审核规则》第六十七条（二），本所终止其发行上市审核。"
"6198145d5a58d254cff55f369ee4b5d9","深圳市创鑫激光股份有限公司",7,"中止",,"",1564568434000,"2019-07-31 18:20:34","63","bfd7d511-eb4b-4bf7-92ff-8486d034dc0c_685","2019年7月31日，深圳市创鑫激光股份有限公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《审核规则》第六十四条（六），本所中止其发行上市审核。"
"6198145d5a58d254cff55f369ee4b5d9","深圳市创鑫激光股份有限公司",2,"问询回复",,"",1569578400000,"2019-09-27 18:00:00","63","5a09d7b7-8b29-4c89-a604-d91ba8790edc_937","2019年9月27日，根据《审核规则》第六十六条，《审核规则》第六十四条（六）所列中止审核情形消除，本所恢复深圳市创鑫激光股份有限公司发行上市审核。"
"f6f5d8307e902ce33e2938b700385b15","广州市溢信科技股份有限公司",8,"终止",,"",1603878900000,"2020-10-28 17:55:00","562","a4ca8d3d190311eb87f9a0369f5d5d2a","2020年10月23日，广州市溢信科技股份有限公司因发行人撤回发行上市申请或者保荐人撤销保荐根据《审核规则》第六十七条（二），本所终止其发行上市审核。"
"2ee388ec9ed0e99ca611902e58262f9d","上海新致软件股份有限公司",7,"中止",1,"中止，财报更新",1580720420000,"2020-02-03 17:00:20","334","913dc988-4663-11ea-8806-a0369f5d6592","2020年1月31日，上海新致软件股份有限公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《审核规则》第六十四条（六），本所中止其发行上市审核。"
"2ee388ec9ed0e99ca611902e58262f9d","上海新致软件股份有限公司",2,"问询回复",,"",1587373206000,"2020-04-20 17:00:06","334","521f0d98-82e5-11ea-8806-a0369f5d6592","2020年4月20日，根据《审核规则》第六十六条，《审核规则》第六十四条（六）所列中止审核情形消除，本所恢复上海新致软件股份有限公司发行上市审核。"
"8ebf58873c4423904be640a1e473dc1e","江苏柯菲平医药股份有限公司",8,"终止",,"",1604998804000,"2020-11-10 17:00:04","506","1df8750a233311eb87f9a0369f5d5d2a","2020年11月09日，江苏柯菲平医药股份有限公司因发行人撤回发行上市申请或者保荐人撤销保荐根据《审核规则》第六十七条（二），本所终止其发行上市审核。"
"37f10e91255b842efaca6c866a5e4320","深圳汉弘数字印刷集团股份有限公司",8,"终止",,"",1605258004000,"2020-11-13 17:00:04","396","9d2b1d49258e11eb87f9a0369f5d5d2a","2020年11月12日，深圳汉弘数字印刷集团股份有限公司因发行人撤回发行上市申请或者保荐人撤销保荐根据《审核规则》第六十七条（二），本所终止其发行上市审核。"
"cf3104f44e21968fb0f5795e92627f7e","长沙兴嘉生物工程股份有限公司",8,"终止",,"",1606402201000,"2020-11-26 22:50:01","507","a8cdbf062ff611eb87f9a0369f5d5d2a","2020年11月26日，长沙兴嘉生物工程股份有限公司因本所审核不通过。根据《审核规则》第六十七条（九），本所终止其发行上市审核。"
"13f7fb20c8231c9b521e4b3293c9ccf1","东软医疗系统股份有限公司",7,"中止",1,"中止，财报更新",1601461502000,"2020-09-30 18:25:02","654","32236b2d030711eb8806a0369f5d6592","2020年9月29日，东软医疗系统股份有限公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《审核规则》第六十四条（六），本所中止其发行上市审核。"
