"company_id","company_name","id","name","job_title"
"b863806a5979318be63bbad08dd97455","上海伟测半导体科技股份有限公司","911952","骈文胜","董事长"
"b863806a5979318be63bbad08dd97455","上海伟测半导体科技股份有限公司","911953","骈文胜","总经理"
"b863806a5979318be63bbad08dd97455","上海伟测半导体科技股份有限公司","911954","王沛","董秘"
"b863806a5979318be63bbad08dd97455","上海伟测半导体科技股份有限公司","911955","","其他"
"c4d19a2f341106b707b2b7d6a8b5b927","珠海博雅科技股份有限公司","904490","刘小英","董秘"
"c4d19a2f341106b707b2b7d6a8b5b927","珠海博雅科技股份有限公司","904488","DI LI","董事长"
"c4d19a2f341106b707b2b7d6a8b5b927","珠海博雅科技股份有限公司","904489","DI LI","总经理"
"71febdc167bc7256fe82f5e6ce6be4c3","北京燕东微电子股份有限公司","920179","谢小明","董事长"
"71febdc167bc7256fe82f5e6ce6be4c3","北京燕东微电子股份有限公司","920180","淮永进","总经理"
"71febdc167bc7256fe82f5e6ce6be4c3","北京燕东微电子股份有限公司","920181","霍凤祥","董秘"
"71febdc167bc7256fe82f5e6ce6be4c3","北京燕东微电子股份有限公司","920182","","其他"
"b9666e93429942f78813052a8a2cf3c3","武汉长盈通光电技术股份有限公司","912241","皮亚斌","董事长"
"4efea45cc75595f068ebd5c64509e61f","合肥埃科光电科技股份有限公司","890961","董宁","董事长"
"4efea45cc75595f068ebd5c64509e61f","合肥埃科光电科技股份有限公司","890962","董宁","总经理"
"4efea45cc75595f068ebd5c64509e61f","合肥埃科光电科技股份有限公司","890963","张茹","董秘"
"4efea45cc75595f068ebd5c64509e61f","合肥埃科光电科技股份有限公司","890964","","其他"
"b9666e93429942f78813052a8a2cf3c3","武汉长盈通光电技术股份有限公司","912242","皮亚斌","总经理"
"b9666e93429942f78813052a8a2cf3c3","武汉长盈通光电技术股份有限公司","912243","郭淼","董秘"
"e2da1744b7efc12887fea798919335c8","诚瑞光学（常州）股份有限公司","909950","DUAN YUNJIAN","董事长"
"2f6007c3b9c52d91831bb1a6c5de050a","南京晶升装备股份有限公司","919656","李辉","董事长"
"2f6007c3b9c52d91831bb1a6c5de050a","南京晶升装备股份有限公司","919657","李辉","总经理"
"1ab08f5636ecb764dfc7e6f0c7f3945d","江苏康为世纪生物科技股份有限公司","919168","王春香","董事长"
"1ab08f5636ecb764dfc7e6f0c7f3945d","江苏康为世纪生物科技股份有限公司","919169","王春香","总经理"
"44144392d0d8e8d0d53aa1b20997587b","上海灿瑞科技股份有限公司","905898","罗立权","董事长"
"44144392d0d8e8d0d53aa1b20997587b","上海灿瑞科技股份有限公司","905899","余辉","总经理"
"44144392d0d8e8d0d53aa1b20997587b","上海灿瑞科技股份有限公司","905900","沈美聪","董秘"
"44144392d0d8e8d0d53aa1b20997587b","上海灿瑞科技股份有限公司","905901","","其他"
"1ab08f5636ecb764dfc7e6f0c7f3945d","江苏康为世纪生物科技股份有限公司","919171","","其他"
"2465b88084c1f47fb1e0e0678298edad","南京世和基因生物技术股份有限公司","920989","邵阳","董事长"
"2465b88084c1f47fb1e0e0678298edad","南京世和基因生物技术股份有限公司","920990","邵阳","总经理"
"2465b88084c1f47fb1e0e0678298edad","南京世和基因生物技术股份有限公司","920991","李稷文","董秘"
"1ab08f5636ecb764dfc7e6f0c7f3945d","江苏康为世纪生物科技股份有限公司","919170","戚玉柏","董秘"
"01f33fed5699e771fd3b6355528c392c","苏州近岸蛋白质科技股份有限公司","920304","朱化星","总经理"
"01f33fed5699e771fd3b6355528c392c","苏州近岸蛋白质科技股份有限公司","920305","王笃强","董秘"
"01f33fed5699e771fd3b6355528c392c","苏州近岸蛋白质科技股份有限公司","920303","朱化星","董事长"
"01f33fed5699e771fd3b6355528c392c","苏州近岸蛋白质科技股份有限公司","920306","","其他"
"8b4ae25afd319c7226e341f167c80885","南京莱斯信息技术股份有限公司","905297","严勇杰","总经理"
"8b4ae25afd319c7226e341f167c80885","南京莱斯信息技术股份有限公司","905296","毛永庆","董事长"
"8b4ae25afd319c7226e341f167c80885","南京莱斯信息技术股份有限公司","905298","王旭","董秘"
"8b4ae25afd319c7226e341f167c80885","南京莱斯信息技术股份有限公司","905299","","其他"
"c4d19a2f341106b707b2b7d6a8b5b927","珠海博雅科技股份有限公司","904491","","其他"
"e2da1744b7efc12887fea798919335c8","诚瑞光学（常州）股份有限公司","909951","DUAN YUNJIAN","总经理"
"e2da1744b7efc12887fea798919335c8","诚瑞光学（常州）股份有限公司","909952","许红艳","董秘"
"e2da1744b7efc12887fea798919335c8","诚瑞光学（常州）股份有限公司","909953","","其他"
"a96b42198a170ae8ee4b0fd47d94de7e","杭州中欣晶圆半导体股份有限公司","919576","贺贤汉","董事长"
"a96b42198a170ae8ee4b0fd47d94de7e","杭州中欣晶圆半导体股份有限公司","919577","郭建岳","总经理"
"8527dfc40837b77a36340cf7882db85c","江苏华海诚科新材料股份有限公司","882782","韩江龙","总经理"
"8527dfc40837b77a36340cf7882db85c","江苏华海诚科新材料股份有限公司","882783","董东峰","董秘"
"8527dfc40837b77a36340cf7882db85c","江苏华海诚科新材料股份有限公司","882784","","其他"
"396d7630482ca480d2ea554985294f18","北京神舟航天软件技术股份有限公司","906258","吕伯儒","董事长"
"a96b42198a170ae8ee4b0fd47d94de7e","杭州中欣晶圆半导体股份有限公司","919578","孙顺华","董秘"
"a96b42198a170ae8ee4b0fd47d94de7e","杭州中欣晶圆半导体股份有限公司","919579","","其他"
"9e6736b2d1190aec0017922ae7d26b78","博创智能装备股份有限公司","917334","朱康建","董事长"
"984ce6864432262dc03895b314f54457","浙江双元科技股份有限公司","901635","郑建","董事长"
"984ce6864432262dc03895b314f54457","浙江双元科技股份有限公司","901636","郑建","总经理"
"984ce6864432262dc03895b314f54457","浙江双元科技股份有限公司","901637","方东良","董秘"
"984ce6864432262dc03895b314f54457","浙江双元科技股份有限公司","901638","","其他"
"396d7630482ca480d2ea554985294f18","北京神舟航天软件技术股份有限公司","906259","刘志华","总经理"
"396d7630482ca480d2ea554985294f18","北京神舟航天软件技术股份有限公司","906260","王亚洲","董秘"
"35569e79d19c05def884ec5d194f7144","宁波恒普真空科技股份有限公司","915086","刘鹏","董事长"
"35569e79d19c05def884ec5d194f7144","宁波恒普真空科技股份有限公司","915087","徐文立","总经理"
"35569e79d19c05def884ec5d194f7144","宁波恒普真空科技股份有限公司","915088","岑益凯","董秘"
"35569e79d19c05def884ec5d194f7144","宁波恒普真空科技股份有限公司","915089","","其他"
