"company_id","company_name","stage","stage_name","stage_status","stage_status_name","timestamp","date","project_id","id","reason"
"0a5c6803c7d5a11bfa149c9379e7f29c","北京航空材料研究院股份有限公司",2,"问询回复",,"",1657876801000,"2022-07-15 17:20:01","1202","4da209bb041f11ed9f2608f1ea8a847f",""
"3e064bd5c847c51558e1951d1bfc90c6","大连优迅科技股份有限公司",1,"受理阶段",,"",1621933208000,"2021-05-25 17:00:08","898","97988befbd3711eb9f2608f1ea8a847f",""
"8c33e5828786e002b39c1559a3be7c42","有研半导体硅材料股份公司",1,"受理阶段",,"",1640684404000,"2021-12-28 17:40:04","1088","209fff9867c211ec9f2608f1ea8a847f",""
"8c33e5828786e002b39c1559a3be7c42","有研半导体硅材料股份公司",2,"问询回复",,"",1643031601000,"2022-01-24 21:40:01","1088","210eefc67d1b11ec9f2608f1ea8a847f",""
"8c33e5828786e002b39c1559a3be7c42","有研半导体硅材料股份公司",7,"中止",1,"中止，财报更新",1648717213000,"2022-03-31 17:00:13","1088","f391cc31b0d011ec9f2608f1ea8a847f","2022年3月31日，有研半导体硅材料股份公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《上海证券交易所科创板股票发行上市审核规则》第六十四条有关规定，本所中止其发行上市审核。"
"8c33e5828786e002b39c1559a3be7c42","有研半导体硅材料股份公司",2,"问询回复",,"",1654506005000,"2022-06-06 17:00:05","1088","0c8b7d19e57711ec9f2608f1ea8a847f","2022年6月6日，根据《上海证券交易所科创板股票发行上市审核规则》第六十六条规定，有研半导体硅材料股份有限公司第六十四条第一款第六项所列中止审核情形已经消除，本所恢复其发行上市审核。"
"8c33e5828786e002b39c1559a3be7c42","有研半导体硅材料股份公司",2,"问询回复",,"",1654765207000,"2022-06-09 17:00:07","1088","8d2faea2e7d211ec9f2608f1ea8a847f",""
"8c33e5828786e002b39c1559a3be7c42","有研半导体硅材料股份公司",2,"问询回复",,"",1655802009000,"2022-06-21 17:00:09","1088","888ad3b8f14011ec9f2608f1ea8a847f",""
"8c33e5828786e002b39c1559a3be7c42","有研半导体硅材料股份公司",3,"上市委会议",1,"上市委会议通过",1656414004000,"2022-06-28 19:00:04","1088","749024c1f6d111ec9f2608f1ea8a847f",""
"8c33e5828786e002b39c1559a3be7c42","有研半导体硅材料股份公司",4,"提交注册",,"",1658844004000,"2022-07-26 22:00:04","1088","50d546ce0cc811ed9f2608f1ea8a847f",""
"2c4e53d28896b6791f9397f7f8d937ce","龙迅半导体（合肥）股份有限公司",1,"受理阶段",,"",1651222810000,"2022-04-29 17:00:10","1140","c11b1afbc79a11ec9f2608f1ea8a847f",""
"76b1cf3c20a82c1749fa8a2ee0eb0841","浙江陀曼智能科技股份有限公司首次公开发行股票并在科创板上市项目",1,"受理阶段",,"",1656585313000,"2022-06-30 18:35:13","1301","4cf03697f86011ec9f2608f1ea8a847f",""
"76b1cf3c20a82c1749fa8a2ee0eb0841","浙江陀曼智能科技股份有限公司首次公开发行股票并在科创板上市项目",2,"问询回复",,"",1658845201000,"2022-07-26 22:20:01","1301","08b377600cee11ed9f2608f1ea8a847f",""
"6d473a57fb2d758986a05cf04f991226","上海治臻新能源股份有限公司",1,"受理阶段",,"",1656585613000,"2022-06-30 18:40:13","1296","0134b304f86111ec9f2608f1ea8a847f",""
"2c4e53d28896b6791f9397f7f8d937ce","龙迅半导体（合肥）股份有限公司",2,"问询回复",,"",1653382803000,"2022-05-24 17:00:03","1140","e4bc9fd1db3f11ec9f2608f1ea8a847f",""
"2c4e53d28896b6791f9397f7f8d937ce","龙迅半导体（合肥）股份有限公司",7,"中止",2,"中止，其他事项",1659091801000,"2022-07-29 18:50:01","1140","31e257a80f2c11ed9f2608f1ea8a847f","龙迅半导体（合肥）股份有限公司聘请的相关证券服务机构被中国证监会立案调查，根据《上海证券交易所科创板股票发行上市审核规则》第六十四条第一款第（二）项，本所中止其发行上市审核程序。"
"2c4e53d28896b6791f9397f7f8d937ce","龙迅半导体（合肥）股份有限公司",2,"问询回复",,"",1659520802000,"2022-08-03 18:00:02","1140","0a22477c131311ed9f2608f1ea8a847f","2022年8月3日，根据《上海证券交易所科创板股票发行上市审核规则》第六十六条，《上海证券交易所科创板股票发行上市审核规则》第六十四条（二）所列中止审核情形消除，本所恢复龙迅半导体（合肥）股份有限公司发行上市审核。"
"3e064bd5c847c51558e1951d1bfc90c6","大连优迅科技股份有限公司",2,"问询回复",,"",1624026301000,"2021-06-18 22:25:01","898","f7bcee5ad04011eb9f2608f1ea8a847f",""
"819f6374a40fce2b3a8f472fbb2e44ab","大庆华理生物技术股份有限公司",1,"受理阶段",,"",1655979913000,"2022-06-23 18:25:13","1186","bdf69d5cf2de11ec9f2608f1ea8a847f",""
"819f6374a40fce2b3a8f472fbb2e44ab","大庆华理生物技术股份有限公司",2,"问询回复",,"",1657717500000,"2022-07-13 21:05:00","1186","6745649f02ac11ed9f2608f1ea8a847f",""
"0a5c6803c7d5a11bfa149c9379e7f29c","北京航空材料研究院股份有限公司",1,"受理阶段",,"",1655979915000,"2022-06-23 18:25:15","1202","c00b6dbdf2de11ec9f2608f1ea8a847f",""
"6d473a57fb2d758986a05cf04f991226","上海治臻新能源股份有限公司",2,"问询回复",,"",1658826006000,"2022-07-26 17:00:06","1296","55606a650cc111ed9f2608f1ea8a847f",""
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",1,"受理阶段",,"",1609158602000,"2020-12-28 20:30:02","825","674d3838490811ebb0c708f1ea8a847f",""
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",2,"问询回复",,"",1611565203000,"2021-01-25 17:00:03","825","b4dfe7bb5eeb11ebb0c708f1ea8a847f",""
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",7,"中止",1,"中止，财报更新",1617182102000,"2021-03-31 17:15:02","825","92a2471a920111ebb0c708f1ea8a847f","2021年3月31日，深圳市泛海统联精密制造股份有限公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《审核规则》第六十四条（六），本所中止其发行上市审核。"
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",2,"问询回复",,"",1622797205000,"2021-06-04 17:00:05","825","3ec8a842c51311eb9f2608f1ea8a847f","2021年6月4日，根据《审核规则》第六十六条，《审核规则》第六十四条（六）所列中止审核情形消除，本所恢复深圳市泛海统联精密制造股份有限公司发行上市审核。"
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",2,"问询回复",,"",1622797204000,"2021-06-04 17:00:04","825","3eae646ac51311eb9f2608f1ea8a847f",""
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",2,"问询回复",,"",1628499604000,"2021-08-09 17:00:04","825","2de97d73f8f011eb9f2608f1ea8a847f",""
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",3,"上市委会议",1,"上市委会议通过",1629104402000,"2021-08-16 17:00:02","825","56e14d35fe7011eb9f2608f1ea8a847f",""
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",4,"提交注册",,"",1629986402000,"2021-08-26 22:00:02","825","ff3c54b9064b11ec9f2608f1ea8a847f",""
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",7,"中止",1,"中止，财报更新",1632992435000,"2021-09-30 17:00:35","825","cd7ee12e21cc11ec9f2608f1ea8a847f","2021年9月30日，深圳市泛海统联精密制造股份有限公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《科创板首次公开发行股票注册管理办法（试行）》第三十条的相关规定，中止其发行注册程序。"
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",4,"提交注册",,"",1635238803000,"2021-10-26 17:00:03","825","1a9101a0363b11ec9f2608f1ea8a847f","2021年10月25日，根据《科创板首次公开发行股票注册管理办法（试行）》第三十条的相关规定，恢复深圳市泛海统联精密制造股份有限公司发行注册程序。"
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",4,"提交注册",,"",1635985803000,"2021-11-04 08:30:03","825","43641a853bbb11ec9f2608f1ea8a847f",""
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",5,"注册结果",1,"注册生效",1635932701000,"2021-11-03 17:45:01","825","b66d2fbe3c8a11ec9f2608f1ea8a847f",""
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",5,"注册结果",1,"注册生效",1637829015000,"2021-11-25 16:30:15","825","b8507da714a84729b002ae44326a90b5",""
"3c285445c3cd658fadb20ac7eb4ec6fe","深圳市泛海统联精密制造股份有限公司",5,"注册结果",1,"注册生效",1637578500000,"2021-11-22 18:55:00","825","a3a4430a4b8211ec9f2608f1ea8a847f",""
"ea3e491cf7746d711f72ce6c4aabbe8f","贵州航宇科技发展股份有限公司",1,"受理阶段",,"",1592989212000,"2020-06-24 17:00:12","632","16dcdfcbb5f911ea8806a0369f5d6592",""
"ea3e491cf7746d711f72ce6c4aabbe8f","贵州航宇科技发展股份有限公司",2,"问询回复",,"",1595505000000,"2020-07-23 19:50:00","632","a3682affccda11ea8806a0369f5d6592",""
"ea3e491cf7746d711f72ce6c4aabbe8f","贵州航宇科技发展股份有限公司",2,"问询回复",,"",1610010005000,"2021-01-07 17:00:05","632","b987d99850c611ebb0c708f1ea8a847f",""
"ea3e491cf7746d711f72ce6c4aabbe8f","贵州航宇科技发展股份有限公司",3,"上市委会议",1,"上市委会议通过",1610616302000,"2021-01-14 17:25:02","632","602c7ebc564a11ebb0c708f1ea8a847f",""
"ea3e491cf7746d711f72ce6c4aabbe8f","贵州航宇科技发展股份有限公司",3,"上市委会议",1,"上市委会议通过",1616663400000,"2021-03-25 17:10:00","632","e0c8bad38d4911ebb0c708f1ea8a847f",""
"ea3e491cf7746d711f72ce6c4aabbe8f","贵州航宇科技发展股份有限公司",4,"提交注册",,"",1617285604000,"2021-04-01 22:00:04","632","a005d1d992cf11ebb0c708f1ea8a847f",""
"ea3e491cf7746d711f72ce6c4aabbe8f","贵州航宇科技发展股份有限公司",4,"提交注册",,"",1621242004000,"2021-05-17 17:00:04","632","43bfbceab6ee11eb9f2608f1ea8a847f",""
"ea3e491cf7746d711f72ce6c4aabbe8f","贵州航宇科技发展股份有限公司",4,"提交注册",,"",1621941797000,"2021-05-25 19:23:17","632","96813416bd3711eb9f2608f1ea8a847f",""
"ea3e491cf7746d711f72ce6c4aabbe8f","贵州航宇科技发展股份有限公司",5,"注册结果",1,"注册生效",1622019608000,"2021-05-26 17:00:08","632","c1a86e72be0011eb9f2608f1ea8a847f",""
"5952c9e466b3a12ed88c0c3068aedefb","正元地理信息集团股份有限公司",1,"受理阶段",,"",1593507615000,"2020-06-30 17:00:15","635","15bbba71bab011ea8806a0369f5d6592",""
"3e064bd5c847c51558e1951d1bfc90c6","大连优迅科技股份有限公司",7,"中止",1,"中止，财报更新",1640346901000,"2021-12-24 19:55:01","898","529bda6664b011ec9f2608f1ea8a847f",""
"3e064bd5c847c51558e1951d1bfc90c6","大连优迅科技股份有限公司",2,"问询回复",,"",1640595604000,"2021-12-27 17:00:04","898","606b1a7166f311ec9f2608f1ea8a847f","2021年12月24日，根据《审核规则》第六十六条，《审核规则》第六十四条（六）所列中止审核情形消除，本所恢复大连优迅科技股份有限公司发行上市审核。"
"3e064bd5c847c51558e1951d1bfc90c6","大连优迅科技股份有限公司",2,"问询回复",,"",1646298006000,"2022-03-03 17:00:06","898","4f24781f9ad011ec9f2608f1ea8a847f",""
"3e064bd5c847c51558e1951d1bfc90c6","大连优迅科技股份有限公司",3,"上市委会议",1,"上市委会议通过",1646905801000,"2022-03-10 17:50:01","898","73af45dfa05711ec9f2608f1ea8a847f",""
"3e064bd5c847c51558e1951d1bfc90c6","大连优迅科技股份有限公司",4,"提交注册",,"",1649253604000,"2022-04-06 22:00:04","898","f1a72bd9b58711ec9f2608f1ea8a847f",""
"3e064bd5c847c51558e1951d1bfc90c6","大连优迅科技股份有限公司",4,"提交注册",,"",1653469201000,"2022-05-25 17:00:01","898","0f010b07dc0911ec9f2608f1ea8a847f",""
"5952c9e466b3a12ed88c0c3068aedefb","正元地理信息集团股份有限公司",2,"问询回复",,"",1595934301000,"2020-07-28 19:05:01","635","2e5f8731d0c211ea8806a0369f5d6592",""
"5952c9e466b3a12ed88c0c3068aedefb","正元地理信息集团股份有限公司",2,"问询回复",,"",1611912303000,"2021-01-29 17:25:03","635","dca93954621311ebb0c708f1ea8a847f",""
"5952c9e466b3a12ed88c0c3068aedefb","正元地理信息集团股份有限公司",2,"问询回复",,"",1612158020000,"2021-02-01 13:40:20","635","bff031151ca876e73d8d477cb8ff99cd",""
"5952c9e466b3a12ed88c0c3068aedefb","正元地理信息集团股份有限公司",3,"上市委会议",1,"上市委会议通过",1612527601000,"2021-02-05 20:20:01","635","77c303b067ac11ebb0c708f1ea8a847f",""
"5952c9e466b3a12ed88c0c3068aedefb","正元地理信息集团股份有限公司",7,"中止",1,"中止，财报更新",1617181236000,"2021-03-31 17:00:36","635","7d43009c91ff11ebb0c708f1ea8a847f","2021年3月31日，正元地理信息集团股份有限公司因发行上市申请文件中记载的财务资料已过有效期，需要补充提交。根据《审核规则》第六十四条（六），本所中止其发行上市审核。"
